12,91,400
12,100,198
12,100,330
13,1,199
13,3,177
13,6,481
13,11,284
13,12,457
13,12,490
13,13,178
13,15,45
13,17,113
13,23,225
13,23,231
13,26,24
13,28,1
13,41,23
13,42,156
13,42,264
13,44,268
13,50,386
13,52,376
13,61,150
13,64,108
13,65,343
13,68,316
13,70,440
13,77,186
13,81,393
13,81,489
13,84,268
13,85,369
13,86,257
13,87,303
13,88,302
13,93,127
13,94,352
14,1,150
14,7,173
14,15,136
14,15,297
14,16,198
14,27,423
14,37,166
14,44,457
14,49,342
14,58,66
14,59,44
14,60,367
14,62,425
14,69,195
14,70,410
14,74,498
14,75,346
14,81,152
14,87,229
14,88,380
14,96,441
15,1,297
15,7,261
15,16,69
15,21,178
15,27,12
15,28,316
15,31,430
15,33,233
15,34,155
15,35,362
15,40,117
15,45,163
15,47,373
15,62,355
15,66,168
15,77,82
15,79,257
15,81,19
15,81,269
15,84,69
15,84,264
15,87,360
15,94,439
15,95,253
15,98,143
16,6,66
16,13,441
16,16,140
16,29,459
16,30,218
16,30,318
16,38,226
16,42,61
16,53,330
16,54,191
16,55,254
16,56,451
16,58,239
16,58,328
16,62,96
16,65,391
16,68,227
16,68,346
16,73,37
16,78,22
16,81,151
16,90,225
16,91,137
16,92,214
16,100,414
17,9,286
17,10,354
17,17,495
17,21,389
17,29,355
17,32,293
17,32,411
17,36,266
17,36,286
17,41,219
17,44,499
17,48,380
17,50,292
17,51,51
17,54,172
17,62,64
17,64,103
17,74,346
17,74,476
17,98,311
17,99,447
18,1,282
18,2,23
18,5,341
18,6,434
18,17,130
18,21,388
18,24,201
18,28,360
18,29,168
18,29,473
18,43,345
18,45,50
18,51,315
18,59,186
18,69,5
18,71,91
18,75,333
18,82,362
18,92,342
19,2,361
19,5,493
19,14,324
19,14,496
19,20,405
19,21,152
19,21,276
19,31,75
19,35,379
19,35,489
19,48,275
19,54,163
19,60,69
19,61,460
19,64,254
19,64,315
19,67,81
19,70,360
19,72,391
19,74,375
19,80,344
19,84,319
19,84,324
19,85,425
19,88,103
19,92,69
19,92,174
19,93,68
19,98,111
19,100,149
20,6,322
20,8,388
20,12,270
20,16,72
20,18,69
20,23,54
20,24,355
20,25,200
20,25,397
20,37,3
20,44,34
20,46,107
20,46,389
20,46,395
20,49,239
20,49,382
20,52,414
20,56,11
20,61,395
20,63,173
20,64,371
20,66,133
20,68,176
20,68,373
20,69,229
20,79,414
20,86,464
20,93,47
20,98,455
20,99,12
21,15,430
21,23,304
21,30,82
21,31,98
21,31,385
21,43,416
21,51,395
21,54,38
21,56,404
21,61,83
21,64,244
21,76,416
21,89,393
21,94,452
21,95,167
22,4,235
22,5,108
22,9,231
22,13,444
22,14,372
22,21,282
22,23,308
22,32,214
22,39,128
22,40,2
22,49,364
22,63,38
22,63,364
22,66,493
22,70,232
22,74,81
22,74,297
22,77,474
22,95,216
22,97,90
22,99,56
23,1,453
23,3,63
23,5,468
23,17,13
23,17,482
23,18,319
23,21,55
23,24,357
23,25,385
23,30,215
23,32,43
23,37,466
23,38,35
23,44,57
23,50,340
23,51,139
23,54,448
23,57,200
23,59,11
23,60,99
23,62,218
23,64,231
23,74,280
23,79,368
23,81,118
23,81,202
23,82,327
23,84,199
23,84,200
23,89,255
23,90,13
23,95,24
23,95,78
23,100,177
24,2,127
24,2,258
24,6,166
24,11,57
24,12,12
24,16,270
24,18,176
24,18,205
24,25,347
24,28,101
24,28,430
24,32,199
24,33,204
24,35,421
24,43,217
24,45,176
24,45,459
24,46,103
24,50,423
24,51,184
24,52,260
24,53,357
24,62,496
24,73,227
24,76,233
24,80,263
24,81,333
24,88,404
24,89,180
24,93,135
24,96,72
25,1,402
25,4,88
25,10,424
25,14,99
25,15,230
25,18,385
25,18,458
25,23,60
25,38,141
25,49,369
25,56,304
25,57,100
25,57,178
25,58,38
25,59,56
25,60,464
25,61,123
25,62,212
25,63,225
25,68,429
25,69,29
25,69,370
25,70,423
25,72,308
25,73,438
25,79,363
25,95,359
25,96,368
25,97,146
25,99,235
26,1,36
26,4,254
26,5,90
26,5,460
26,5,483
26,7,404
26,15,426
26,20,214
26,26,306
26,28,56
26,31,375
26,38,309
26,43,40
26,47,288
26,57,234
26,57,331
26,62,4
26,62,497
26,67,96
26,76,5
26,78,333
26,78,401
26,79,474
26,80,466
26,82,26
26,82,29
26,86,5
26,90,460
26,91,93
27,1,123
27,2,446
27,4,204
27,5,429
27,10,249
27,26,178
27,27,485
27,33,160
27,37,54
27,37,458
27,42,45
27,48,332
27,49,109
27,53,380
27,56,462
27,63,390
27,72,343
27,76,272
27,76,331
27,81,87
27,88,453
27,97,474
28,1,163
28,9,18
28,25,19
28,25,47
28,33,488
28,41,390
28,45,207
28,46,322
28,53,151
28,61,408
28,74,33
28,75,386
28,76,111
28,91,26
29,5,29
29,5,396
29,8,492
29,9,353
29,10,169
29,11,429
29,13,369
29,15,159
29,18,83
29,20,40
29,29,339
29,33,373
29,35,57
29,37,9
29,37,75
29,51,61
29,54,297
29,63,312
29,64,17
29,64,140
29,64,197
29,64,377
29,65,357
29,67,88
29,74,349
29,77,248
29,79,466
29,82,10
29,82,25
29,92,161
30,9,133
30,13,440
30,15,229
30,24,253
30,24,466
30,35,404
30,50,109
30,61,198
30,63,376
30,68,28
30,79,332
30,87,30
30,87,345
30,87,485
30,88,421
30,94,426
30,94,482
30,95,236
30,96,198
30,99,409
31,1,80
31,2,406
31,7,57
31,9,396
31,13,214
31,15,321
31,17,481
31,25,498
31,26,372
31,30,37
31,34,275
31,37,125
31,49,448
31,55,24
31,59,292
31,61,259
31,64,107
31,66,480
31,74,343
31,76,438
31,79,204
31,81,197
31,84,22
31,85,10
31,93,386
31,94,490
32,11,386
32,14,107
32,14,172
32,19,182
32,19,292
32,22,236
32,24,204
32,27,180
32,30,188
32,30,200
32,30,402
32,32,68
32,32,386
32,36,479
32,40,436
32,41,252
32,45,83
32,48,325
32,51,348
32,52,123
32,60,51
32,60,285
32,66,182
32,70,125
32,70,146
32,71,322
32,76,296
32,80,89
32,82,162
32,86,217
32,92,202
32,98,20
33,4,274
33,6,412
33,7,62
33,7,296
33,7,307
33,7,415
33,24,434
33,35,344
33,39,352
33,48,265
33,50,13
33,50,405
33,56,240
33,57,184
33,57,298
33,58,329
33,61,63
33,67,29
33,68,334
33,73,88
33,73,334
33,78,93
33,86,293
33,88,232
33,99,95
33,99,143
34,1,189
34,1,414
34,2,17
34,6,27
34,11,220
34,13,41
34,17,196
34,20,47
34,28,135
34,45,484
34,55,30
34,55,98
34,63,429
34,64,130
34,67,371
34,77,455
34,78,102
34,80,168
34,87,293
34,93,225
35,2,424
35,6,103
35,14,268
35,16,29
35,16,391
35,17,430
35,23,27
35,23,321
35,24,453
35,27,224
35,43,96
35,45,158
35,48,34
35,52,51
35,55,109
35,60,434
35,70,338
35,71,455
35,72,35
35,73,426
35,84,281
35,86,12
35,87,185
35,88,77
35,90,382
35,92,381
35,94,190
35,99,10
35,100,478
36,5,333
36,9,43
36,9,297
36,21,78
36,24,373
36,25,135
36,26,92
36,28,247
36,33,441
36,36,75
36,36,423
36,40,336
36,45,413
36,49,429
36,59,178
36,62,232
36,69,173
36,72,385
36,72,486
36,77,409
36,78,328
36,81,220
36,88,429
36,94,7
36,94,421
36,95,332
36,98,151
36,98,255
37,3,280
37,3,283
37,3,354
37,9,284
37,10,321
37,18,249
37,19,13
37,25,433
37,28,371
37,30,227
37,35,240
37,38,104
37,38,243
37,39,298
37,39,392
37,43,80
37,45,165
37,59,62
37,66,414
37,79,299
37,79,413
37,80,159
37,95,331
37,98,22
37,100,21
38,15,460
38,18,81
38,23,80
38,41,98
38,43,477
38,46,68
38,56,170
38,57,445
38,63,78
38,63,155
38,77,231
38,80,121
38,91,286
38,93,165
38,97,260
38,98,482
38,99,270
39,6,414
39,7,383
39,12,211
39,15,189
39,18,411
39,19,410
39,25,63
39,31,157
39,34,424
39,35,296
39,38,272
39,40,47
39,46,477
39,47,6
39,49,360
39,50,330
39,56,421
39,57,362
39,69,12
39,70,41
39,71,27
39,71,126
39,71,140
39,74,57
39,74,268
39,74,283
39,75,193
39,77,457
39,80,363
39,93,217
39,96,186
40,1,263
40,3,8
40,5,103
40,8,36
40,8,485
40,16,263
40,17,397
40,25,180
40,25,398
40,28,122
40,30,78
40,40,56
40,41,26
40,41,447
40,43,321
40,44,190
40,48,27
40,55,395
40,56,426
40,64,290
40,65,417
40,80,21
40,82,209
40,82,486
40,93,286
41,2,254
41,14,291
41,22,22
41,25,16
41,25,220
41,30,233
41,32,298
41,37,6
41,39,270
41,39,299
41,42,273
41,43,183
41,47,163
41,53,348
41,54,389
41,57,304
41,62,447
41,63,449
41,70,485
41,74,313
41,75,364
41,75,409
41,76,255
41,78,36
41,78,390
41,79,101
41,84,112
41,85,275
41,85,379
41,88,84
41,90,184
41,91,242
41,94,234
42,2,148
42,7,127
42,14,122
42,15,303
42,23,315
42,30,400
42,33,329
42,35,301
42,38,185
42,44,180
42,53,339
42,57,463
42,61,272
42,61,451
42,62,44
42,62,68
42,66,255
42,69,376
42,73,359
42,79,335
42,83,419
42,87,26
42,88,382
42,90,90
42,95,126
42,97,46
42,97,440
43,1,433
43,3,41
43,4,182
43,5,441
43,6,423
43,14,395
43,26,419
43,27,213
43,32,335
43,37,474
43,41,150
43,49,104
43,56,333
43,60,494
43,64,387
43,65,408
43,67,118
43,74,150
43,74,222
43,74,477
43,77,79
43,78,172
43,80,38
43,83,133
43,84,479
43,99,149
43,100,159
44,3,227
44,5,196
44,6,53
44,8,83
44,10,54
44,20,105
44,22,107
44,41,302
44,44,401
44,49,230
44,50,33
44,51,40
44,52,209
44,52,476
44,65,81
44,70,470
44,71,385
44,79,164
44,79,291
44,85,348
44,88,16
44,89,353
44,94,41
44,99,311
45,5,17
45,5,332
45,12,131
45,17,8
45,19,279
45,20,178
45,22,388
45,26,34
45,36,300
45,40,63
45,43,228
45,47,253
45,51,41
45,52,88
45,52,276
45,61,324
45,67,258
45,70,265
45,71,216
45,73,413
45,75,61
45,77,305
45,84,162
45,86,303
45,94,117
45,94,481
45,98,165
46,1,452
46,3,75
46,3,408
46,17,252
46,27,250
46,27,458
46,29,17
46,30,455
46,37,160
46,38,382
46,39,479
46,44,105
46,46,214
46,50,215
46,51,108
46,51,275
46,55,120
46,61,10
46,62,208
46,62,240
46,63,457
46,66,283
46,67,243
46,74,170
46,76,139
46,77,274
46,78,60
46,81,448
46,83,242
46,89,426
46,91,130
46,91,203
46,93,361
46,96,194
46,97,48
46,99,453
47,5,98
47,6,430
47,19,129
47,21,387
47,25,281
47,27,329
47,27,348
47,33,247
47,44,146
47,51,76
47,54,332
47,57,315
47,59,12
47,69,120
47,70,177
47,72,8
47,74,10
47,74,348
47,75,224
47,84,34
47,85,270
47,86,291
47,89,68
47,89,457
47,90,303
47,90,371
47,92,37
47,93,117
47,94,40
47,99,224
48,2,304
48,3,247
48,4,368
48,5,243
48,8,251
48,16,410
48,20,400
48,26,458
48,27,64
48,28,79
48,29,361
48,33,500
48,36,373
48,36,424
48,38,364
48,47,499
48,50,166
48,51,462
48,52,258
48,53,468
48,57,165
48,63,194
48,64,170
48,65,90
48,70,451
48,79,99
48,80,146
48,82,477
48,92,490
49,1,131
49,3,340
49,6,184
49,8,389
49,12,253
49,15,472
49,16,149
49,22,248
49,24,481
49,36,10
49,42,127
49,45,213
49,47,12
49,56,296
49,59,456
49,64,171
49,65,27
49,65,161
49,70,175
49,72,333
49,74,475
49,80,111
49,82,350
49,90,277
49,91,229
49,91,425
49,99,11
49,99,479
50,1,133
50,3,233
50,5,387
50,6,500
50,12,46
50,14,225
50,19,274
50,27,183
50,27,321
50,28,198
50,30,146
50,31,336
50,38,228
50,39,276
50,48,79
50,51,323
50,59,115
50,75,313
50,77,389
50,88,200
51,4,195
51,5,329
51,12,260
51,19,419
51,35,217
51,37,15
51,40,185
51,41,227
51,41,422
51,43,330
51,44,496
51,52,159
51,57,251
51,58,104
51,62,435
51,74,390
51,76,117
51,76,451
51,77,46
51,82,392
51,83,345
51,87,401
51,91,272
51,93,50
51,98,446
51,99,128
52,4,447
52,7,45
52,12,410
52,23,377
52,26,265
52,36,260
52,37,233
52,37,234
52,40,99
52,42,138
52,55,204
52,56,386
52,61,101
52,66,96
52,76,149
52,78,407
52,82,104
52,94,186
52,95,302
52,97,294
52,100,277
53,1,146
53,3,124
53,7,406
53,10,214
53,12,69
53,14,444
53,15,242
53,16,34
53,20,336
53,22,254
53,23,447
53,25,346
53,26,424
53,28,229
53,35,168
53,35,352
53,41,21
53,41,341
53,44,419
53,45,477
53,45,480
53,46,234
53,55,126
53,60,11
53,63,459
53,64,46
53,75,118
53,77,44
53,79,453
53,80,440
53,89,253
53,90,127
53,90,167
53,93,107
53,95,50
53,98,108
54,2,253
54,2,459
54,7,249
54,18,106
54,27,316
54,36,295
54,37,275
54,53,268
54,61,127
54,67,404
54,68,379
54,72,237
54,73,338
54,79,208
54,80,299
54,85,201
54,86,102
54,87,176
54,90,175
54,97,143
55,1,187
55,1,476
55,7,107
55,9,138
55,13,126
55,22,367
55,26,168
55,28,389
55,29,356
55,32,90
55,34,310
55,36,274
55,40,444
55,41,258
55,43,343
55,45,355
55,54,189
55,54,215
55,54,473
55,57,441
55,59,371
55,62,22
55,70,357
55,89,280
55,89,321
55,94,216
55,95,265
55,100,480
56,4,164
56,9,493
56,15,452
56,18,452
56,19,394
56,21,259
56,21,476
56,24,183
56,34,90
56,40,31
56,43,272
56,50,486
56,56,351
56,69,69
56,78,146
56,80,248
56,81,18
56,84,36
56,91,58
57,2,401
57,3,467
57,10,423
57,16,201
57,18,235
57,23,46
57,23,102
57,25,102
57,29,173
57,30,56
57,32,228
57,32,434
57,33,45
57,35,142
57,35,476
57,40,392
57,47,69
57,51,12
57,53,390
57,56,67
57,56,113
57,58,440
57,59,467
57,61,68
57,67,391
57,69,51
57,77,468
57,78,105
57,82,149
57,85,95
57,88,448
57,94,26
57,96,163
57,100,192
57,100,322
58,11,230
58,17,308
58,20,446
58,22,396
58,25,151
58,27,441
58,29,455
58,36,31
58,38,89
58,39,252
58,39,363
58,43,240
58,49,134
58,55,486
58,63,475
58,64,443
58,66,375
58,67,38
58,71,351
58,74,249
58,81,297
58,83,367
58,84,53
58,84,388
58,87,220
58,91,155
58,99,469
59,4,82
59,11,219
59,11,399
59,14,8
59,16,282
59,19,345
59,24,14
59,24,89
59,30,98
59,32,294
59,33,333
59,37,208
59,37,291
59,47,107
59,49,233
59,56,97
59,66,344
59,68,307
59,70,162
59,73,199
59,73,406
59,73,423
59,76,119
59,76,225
59,80,265
59,81,69
59,84,376
59,88,111
60,2,311
60,2,438
60,7,63
60,8,342
60,20,235
60,20,459
60,22,61
60,22,311
60,30,310
60,34,89
60,36,6
60,36,310
60,37,422
60,39,103
60,40,226
60,47,369
60,52,190
60,53,496
60,54,3
60,58,298
60,61,473
60,67,143
60,73,408
60,79,165
60,80,260
60,81,77
60,90,313
60,92,257
60,98,250
60,100,472
61,1,88
61,19,56
61,19,171
61,21,197
61,24,20
61,29,200
61,40,140
61,41,267
61,43,67
61,44,270
61,54,483
61,65,369
61,69,479
61,70,334
61,79,170
61,80,241
61,83,291
61,86,3
61,87,409
61,90,98
61,93,73
61,96,210
61,98,59
61,98,354
61,99,172
62,4,38
62,8,3
62,11,95
62,12,109
62,13,450
62,14,240
62,14,391
62,18,123
62,20,209
62,27,91
62,29,497
62,31,124
62,31,379
62,36,204
62,41,231
62,43,72
62,46,32
62,49,416
62,54,489
62,70,401
62,73,401
62,75,24
62,76,252
62,79,362
62,84,248
62,90,187
62,92,227
62,95,83
62,97,475
62,100,315
63,1,376
63,12,365
63,13,465
63,14,198
63,20,197
63,22,332
63,24,78
63,28,476
63,31,61
63,32,6
63,37,367
63,38,145
63,48,467
63,54,390
63,56,152
63,61,411
63,64,424
63,65,277
63,65,279
63,67,307
63,72,257
63,74,279
63,75,341
63,79,280
63,80,375
63,81,109
63,82,408
63,85,247
63,85,274
63,88,500
63,91,332
63,92,274
63,94,359
63,96,96
63,100,270
64,4,288
64,6,316
64,15,77
64,17,94
64,17,96
64,18,398
64,19,8
64,27,500
64,29,125
64,33,111
64,34,498
64,36,111
64,37,314
64,39,296
64,39,436
64,41,220
64,51,486
64,52,304
64,53,434
64,55,119
64,56,390
64,60,52
64,60,496
64,61,155
64,61,281
64,63,371
64,67,230
64,67,334
64,72,297
64,78,16
64,79,319
64,91,161
64,93,257
64,96,46
65,3,372
65,15,89
65,15,330
65,27,240
65,27,467
65,29,392
65,33,377
65,34,331
65,46,151
65,49,379
65,49,500
65,54,164
65,58,402
65,64,268
65,66,275
65,68,374
65,69,91
65,69,335
65,76,403
65,81,303
65,83,464
65,86,253
65,94,112
65,97,13
65,100,240
66,1,458
66,4,107
66,4,217
66,8,143
66,8,343
66,12,175
66,13,339
66,26,138
66,28,189
66,32,260
66,46,344
66,53,22
66,53,275
66,62,29
66,65,211
66,65,394
66,66,313
66,68,267
66,69,171
66,82,346
66,85,78
66,87,215
66,91,316
66,94,75
66,97,191
66,100,130
67,10,263
67,11,70
67,12,184
67,16,479
67,20,206
67,20,315
67,31,43
67,37,13
67,37,205
67,39,375
67,40,401
67,44,33
67,44,193
67,45,191
67,45,226
67,45,321
67,58,107
67,58,112
67,59,51
67,61,360
67,64,225
67,64,327
67,68,152
67,69,246
67,71,87
67,77,43
67,77,179
67,84,293
67,87,480
67,90,253
67,95,184
67,99,66
68,3,217
68,3,417
68,7,496
68,12,150
68,14,299
68,22,48
68,31,371
68,33,170
68,34,163
68,43,352
68,50,133
68,51,199
68,54,65
68,54,475
68,57,448
68,61,212
68,64,133
68,65,89
68,72,175
68,74,492
68,79,6
68,82,387
68,88,89
68,91,310
68,96,5
68,97,286
68,100,6
68,100,310
69,13,321
69,21,102
69,25,113
69,41,431
69,47,378
69,49,456
69,57,447
69,60,143
69,65,164
69,65,453
69,75,483
69,88,49
69,88,215
69,91,168
70,4,71
70,5,455
70,7,230
70,8,46
70,10,57
70,14,473
70,26,71
70,28,373
70,33,392
70,41,11
70,43,24
70,49,126
70,50,313
70,52,500
70,57,22
70,60,303
70,65,180
70,66,332
70,67,195
70,68,118
70,69,499
70,71,331
70,77,40
70,77,363
70,77,402
70,91,195
71,1,3
71,1,400
71,2,92
71,2,337
71,5,489
71,6,334
71,9,261
71,12,409
71,13,77
71,13,345
71,17,358
71,19,11
71,21,218
71,23,84
71,26,60
71,26,278
71,29,245
71,36,198
71,38,118
71,48,143
71,48,376
71,49,362
71,51,292
71,52,437
71,54,150
71,58,152
71,59,6
71,65,346
71,76,125
71,76,455
71,80,457
71,82,102
71,83,413
71,97,57
71,99,84
71,99,132
72,1,467
72,4,434
72,6,485
72,7,70
72,12,79
72,18,275
72,22,86
72,22,377
72,26,431
72,27,327
72,33,460
72,34,481
72,39,36
72,54,283
72,57,483
72,60,100
72,62,13
72,66,438
72,67,344
72,68,21
72,68,96
72,71,229
72,72,130
72,75,178
72,75,486
72,76,388
72,88,165
72,91,279
72,96,458
72,97,179
72,100,40
72,100,50
73,1,11
73,7,373
73,9,87
73,12,35
73,15,483
73,18,254
73,27,340
73,28,334
73,28,485
73,30,366
73,33,40
73,34,232
73,42,462
73,46,313
73,48,89
73,50,345
73,52,385
73,59,160
73,65,36
73,65,261
73,69,254
73,71,302
73,85,267
73,85,371
73,86,36
73,86,213
73,93,183
73,100,182
74,5,398
74,6,29
74,17,309
74,17,411
74,18,362
74,20,119
74,25,139
74,25,380
74,34,184
74,41,299
74,43,90
74,44,153
74,45,395
74,47,400
74,54,151
74,57,295
74,62,416
74,64,158
74,70,376
74,73,240
74,74,448
74,75,315
74,76,307
74,76,499
74,82,412
74,91,178
75,3,87
75,5,342
75,7,213
75,7,476
75,10,459
75,12,328
75,21,261
75,21,322
75,21,410
75,22,65
75,27,385
75,29,112
75,31,282
75,31,354
75,31,355
75,43,180
75,46,476
75,47,448
75,50,425
75,54,311
75,66,421
75,70,284
75,73,150
75,77,137
75,77,272
75,86,85
75,90,461
75,95,294
75,100,265
76,4,118
76,6,379
76,11,438
76,14,425
76,16,276
76,19,389
76,20,101
76,22,6
76,23,233
76,24,277
76,25,298
76,43,178
76,45,490
76,49,146
76,52,48
76,54,44
76,55,111
76,55,226
76,57,493
76,64,125
76,65,270
76,69,26
76,81,217
76,85,150
76,87,225
76,87,467
76,88,330
76,91,40
76,92,205
76,96,90
76,99,117
77,1,443
77,6,431
77,9,100
77,13,91
77,14,149
77,14,446
77,28,500
77,41,109
77,41,430
77,42,331
77,42,445
77,44,236
77,49,263
77,50,189
77,53,489
77,58,227
77,60,10
77,69,408
77,69,455
77,75,119
77,93,321
77,94,416
77,96,127
77,99,207
77,99,331
77,100,450
78,4,425
78,6,81
78,8,254
78,10,196
78,11,379
78,15,474
78,16,37
78,27,435
78,30,33
78,34,135
78,48,174
78,56,47
78,57,142
78,61,231
78,61,372
78,63,346
78,65,9
78,66,104
78,67,1
78,68,243
78,70,122
78,73,414
78,75,436
78,79,157
78,80,327
78,81,404
78,84,299
78,86,385
78,89,96
78,95,114
78,100,420
79,1,159
79,14,482
79,21,118
79,25,23
79,32,316
79,35,395
79,36,334
79,36,430
79,39,373
79,48,434
79,51,231
79,53,145
79,53,360
79,55,249
79,56,294
79,59,355
79,65,474
79,72,230
79,72,473
79,78,466
79,81,177
79,81,307
79,81,329
79,87,93
79,89,188
79,93,24
79,95,21
79,96,123
79,96,474
79,98,60
79,98,162
79,99,283
80,3,246
80,5,154
80,5,446
80,11,271
80,13,361
80,17,287
80,27,303
80,35,145
80,37,260
80,38,404
80,54,63
80,62,223
80,67,214
80,70,184
80,78,174
80,82,476
80,84,418
80,91,186
80,91,212
80,94,95
80,98,485
81,2,227
81,9,344
81,11,280
81,17,122
81,18,267
81,19,225
81,20,132
81,20,133
81,21,298
81,26,404
81,31,40
81,31,264
81,32,37
81,33,3
81,36,98
81,40,1
81,40,475
81,44,260
81,47,27
81,48,1
81,49,80
81,50,96
81,63,45
81,71,93
81,77,9
81,77,202
81,78,373
81,85,180
81,91,304
81,93,327
81,94,11
81,97,95
82,6,249
82,10,4
82,12,378
82,26,399
82,27,130
82,27,287
82,30,401
82,31,255
82,46,40
82,49,52
82,54,157
82,54,274
82,61,111
82,61,331
82,68,10
82,76,286
82,77,169
82,77,296
82,78,398
82,83,116
82,87,52
82,95,168
83,3,485
83,11,99
83,11,414
83,11,458
83,12,363
83,17,160
83,20,18
83,22,381
83,28,234
83,29,430
83,33,467
83,35,499
83,36,8
83,39,248
83,41,5
83,59,311
83,63,94
83,64,319
83,66,248
83,70,14
83,70,180
83,71,282
83,75,91
83,79,421
83,92,83
83,96,447
83,100,334
84,1,273
84,1,429
84,4,287
84,7,491
84,9,479
84,15,403
84,18,195
84,20,304
84,23,217
84,30,116
84,30,361
84,36,218
84,36,376
84,36,474
84,37,163
84,39,308
84,49,23
84,64,182
84,81,289
84,84,201
84,91,498
84,98,299
85,2,145
85,10,256
85,11,180
85,13,114
85,14,484
85,23,297
85,39,491
85,46,169
85,54,432
85,59,422
85,61,165
85,70,173
85,72,263
85,80,22
85,80,207
85,81,29
85,86,489
85,86,491
85,87,69
86,5,65
86,7,145
86,7,200
86,12,43
86,19,123
86,26,388
86,28,183
86,28,448
86,30,88
86,31,74
86,36,468
86,38,400
86,39,424
86,44,184
86,47,264
86,51,90
86,53,486
86,57,225
86,75,75
86,85,313
86,86,83
86,91,125
86,94,181
86,99,16
87,5,10
87,5,47
87,7,421
87,9,466
87,14,303
87,15,38
87,17,64
87,19,24
87,20,234
87,22,338
87,28,434
87,34,126
87,34,400
87,34,413
87,35,195
87,35,363
87,43,113
87,43,155
87,43,172
87,61,267
87,62,189
87,67,361
87,69,400
87,74,197
87,89,313
87,90,206
87,91,64
87,91,319
87,92,443
87,100,387
88,2,55
88,2,367
88,8,37
88,8,238
88,15,128
88,15,218
88,16,123
88,27,102
88,35,347
88,35,482
88,40,292
88,42,164
88,43,316
